# sampler start 2026-09-15T01:03:34Z
01:03:34 prefill=<URLError> | decode=<URLError>
01:45:50 prefill run=11 q=0 prealloc=0 xfer=0 http=17 kv=0.058 hit=0.981 gen=0 | decode run=21 q=0 prealloc=0 xfer=9 http=38 kv=0.145 hit=0.000 gen=256
01:46:05 prefill run=7 q=0 prealloc=0 xfer=0 http=10 kv=0.058 hit=0.985 gen=0 | decode run=20 q=0 prealloc=0 xfer=4 http=33 kv=0.118 hit=0.000 gen=237
01:46:20 prefill run=0 q=0 prealloc=0 xfer=0 http=7 kv=0.000 hit=0.985 gen=0 | decode run=24 q=0 prealloc=0 xfer=4 http=32 kv=0.140 hit=0.000 gen=278
01:46:36 prefill run=0 q=0 prealloc=0 xfer=0 http=12 kv=0.000 hit=0.989 gen=0 | decode run=26 q=0 prealloc=0 xfer=1 http=35 kv=0.139 hit=0.000 gen=291
01:46:51 prefill run=1 q=0 prealloc=0 xfer=0 http=7 kv=0.000 hit=0.984 gen=0 | decode run=22 q=0 prealloc=0 xfer=2 http=34 kv=0.130 hit=0.000 gen=245
01:47:19 prefill=<TimeoutError> | decode run=39 q=0 prealloc=0 xfer=18 http=91 kv=0.461 hit=0.000 gen=287
01:47:35 prefill run=10 q=25 prealloc=0 xfer=0 http=50 kv=0.075 hit=0.984 gen=0 | decode run=32 q=0 prealloc=0 xfer=39 http=75 kv=0.579 hit=0.000 gen=286
01:47:51 prefill run=9 q=36 prealloc=0 xfer=0 http=54 kv=0.094 hit=0.987 gen=0 | decode run=29 q=0 prealloc=0 xfer=48 http=84 kv=0.613 hit=0.000 gen=284
01:48:06 prefill run=9 q=38 prealloc=0 xfer=0 http=47 kv=0.119 hit=0.968 gen=0 | decode run=32 q=0 prealloc=0 xfer=43 http=79 kv=0.634 hit=0.000 gen=273
01:48:21 prefill run=11 q=38 prealloc=0 xfer=0 http=59 kv=0.163 hit=0.951 gen=0 | decode run=29 q=0 prealloc=0 xfer=49 http=82 kv=0.623 hit=0.000 gen=241
01:48:38 prefill run=8 q=38 prealloc=0 xfer=0 http=56 kv=0.062 hit=0.995 gen=0 | decode run=28 q=0 prealloc=0 xfer=45 http=84 kv=0.531 hit=0.000 gen=239
01:48:53 prefill run=10 q=37 prealloc=0 xfer=0 http=50 kv=0.095 hit=0.922 gen=0 | decode run=30 q=0 prealloc=0 xfer=43 http=77 kv=0.551 hit=0.000 gen=263
01:49:08 prefill run=8 q=36 prealloc=0 xfer=0 http=51 kv=0.077 hit=0.974 gen=0 | decode run=30 q=0 prealloc=0 xfer=44 http=78 kv=0.547 hit=0.000 gen=286
01:49:24 prefill run=8 q=42 prealloc=0 xfer=0 http=54 kv=0.068 hit=0.995 gen=0 | decode run=25 q=0 prealloc=0 xfer=48 http=77 kv=0.579 hit=0.000 gen=244
01:49:39 prefill run=9 q=27 prealloc=0 xfer=0 http=43 kv=0.111 hit=0.996 gen=0 | decode run=37 q=0 prealloc=0 xfer=33 http=77 kv=0.570 hit=0.000 gen=255
01:49:54 prefill run=12 q=23 prealloc=0 xfer=0 http=48 kv=0.114 hit=0.991 gen=0 | decode run=37 q=0 prealloc=0 xfer=34 http=77 kv=0.505 hit=0.000 gen=271
01:50:09 prefill run=10 q=32 prealloc=0 xfer=0 http=49 kv=0.090 hit=0.952 gen=0 | decode run=33 q=0 prealloc=0 xfer=40 http=78 kv=0.504 hit=0.000 gen=240
01:50:25 prefill run=9 q=37 prealloc=0 xfer=0 http=54 kv=0.113 hit=0.963 gen=0 | decode run=25 q=0 prealloc=0 xfer=45 http=72 kv=0.530 hit=0.000 gen=217
01:50:40 prefill run=11 q=33 prealloc=0 xfer=0 http=57 kv=0.141 hit=0.983 gen=0 | decode run=25 q=0 prealloc=0 xfer=47 http=77 kv=0.541 hit=0.000 gen=200
01:50:55 prefill run=9 q=34 prealloc=0 xfer=0 http=51 kv=0.109 hit=0.965 gen=0 | decode run=28 q=0 prealloc=0 xfer=42 http=78 kv=0.534 hit=0.000 gen=220
01:51:10 prefill run=14 q=38 prealloc=0 xfer=0 http=60 kv=0.054 hit=0.971 gen=0 | decode run=23 q=0 prealloc=0 xfer=56 http=82 kv=0.491 hit=0.000 gen=214
01:51:26 prefill run=10 q=36 prealloc=0 xfer=0 http=49 kv=0.075 hit=0.968 gen=0 | decode run=26 q=0 prealloc=0 xfer=47 http=77 kv=0.505 hit=0.000 gen=218
01:51:41 prefill run=14 q=32 prealloc=0 xfer=0 http=57 kv=0.121 hit=0.976 gen=0 | decode run=25 q=0 prealloc=0 xfer=51 http=81 kv=0.520 hit=0.000 gen=213
01:51:57 prefill run=9 q=39 prealloc=0 xfer=0 http=55 kv=0.074 hit=0.995 gen=0 | decode run=27 q=0 prealloc=0 xfer=46 http=81 kv=0.532 hit=0.000 gen=223
01:52:12 prefill run=11 q=40 prealloc=0 xfer=0 http=67 kv=0.104 hit=0.985 gen=0 | decode run=22 q=0 prealloc=0 xfer=59 http=84 kv=0.600 hit=0.000 gen=245
01:52:27 prefill run=9 q=37 prealloc=0 xfer=0 http=59 kv=0.090 hit=0.918 gen=0 | decode run=24 q=0 prealloc=0 xfer=49 http=78 kv=0.497 hit=0.000 gen=250
01:52:42 prefill run=8 q=41 prealloc=0 xfer=0 http=59 kv=0.063 hit=0.992 gen=0 | decode run=29 q=0 prealloc=0 xfer=50 http=85 kv=0.521 hit=0.000 gen=222
01:52:58 prefill run=9 q=48 prealloc=0 xfer=0 http=60 kv=0.092 hit=0.955 gen=0 | decode run=30 q=0 prealloc=0 xfer=54 http=87 kv=0.569 hit=0.000 gen=204
01:53:13 prefill run=10 q=52 prealloc=0 xfer=0 http=69 kv=0.079 hit=0.940 gen=0 | decode run=25 q=0 prealloc=0 xfer=63 http=89 kv=0.624 hit=0.000 gen=194
01:53:28 prefill run=9 q=40 prealloc=0 xfer=0 http=66 kv=0.128 hit=0.979 gen=0 | decode run=29 q=0 prealloc=0 xfer=59 http=91 kv=0.606 hit=0.000 gen=252
01:53:43 prefill run=12 q=36 prealloc=0 xfer=0 http=49 kv=0.074 hit=0.984 gen=0 | decode run=37 q=0 prealloc=0 xfer=44 http=85 kv=0.519 hit=0.000 gen=303
01:53:59 prefill run=9 q=34 prealloc=0 xfer=0 http=50 kv=0.052 hit=0.955 gen=0 | decode run=33 q=0 prealloc=0 xfer=36 http=79 kv=0.449 hit=0.000 gen=298
01:54:14 prefill run=8 q=36 prealloc=0 xfer=0 http=56 kv=0.071 hit=0.980 gen=0 | decode run=39 q=0 prealloc=0 xfer=38 http=84 kv=0.497 hit=0.000 gen=287
01:54:29 prefill run=11 q=31 prealloc=0 xfer=0 http=53 kv=0.069 hit=0.986 gen=0 | decode run=35 q=0 prealloc=0 xfer=35 http=85 kv=0.459 hit=0.000 gen=291
01:54:44 prefill run=10 q=42 prealloc=0 xfer=0 http=59 kv=0.062 hit=0.980 gen=0 | decode run=30 q=0 prealloc=0 xfer=45 http=89 kv=0.487 hit=0.000 gen=234
01:55:00 prefill run=9 q=43 prealloc=0 xfer=0 http=65 kv=0.089 hit=0.978 gen=0 | decode run=27 q=0 prealloc=0 xfer=48 http=87 kv=0.419 hit=0.000 gen=261
01:55:15 prefill run=10 q=50 prealloc=0 xfer=0 http=69 kv=0.074 hit=0.992 gen=0 | decode run=27 q=0 prealloc=0 xfer=55 http=92 kv=0.463 hit=0.000 gen=270
01:55:30 prefill run=8 q=63 prealloc=0 xfer=0 http=79 kv=0.059 hit=0.926 gen=0 | decode run=26 q=0 prealloc=0 xfer=65 http=100 kv=0.475 hit=0.000 gen=250
01:55:45 prefill run=10 q=55 prealloc=0 xfer=0 http=84 kv=0.089 hit=0.943 gen=0 | decode run=20 q=0 prealloc=0 xfer=60 http=102 kv=0.446 hit=0.000 gen=264
01:56:01 prefill run=10 q=58 prealloc=0 xfer=0 http=77 kv=0.053 hit=0.929 gen=0 | decode run=22 q=0 prealloc=0 xfer=71 http=98 kv=0.552 hit=0.000 gen=219
01:56:16 prefill run=10 q=66 prealloc=0 xfer=0 http=84 kv=0.077 hit=0.964 gen=0 | decode run=22 q=0 prealloc=0 xfer=75 http=102 kv=0.590 hit=0.000 gen=192
01:56:31 prefill run=9 q=57 prealloc=0 xfer=0 http=74 kv=0.031 hit=0.853 gen=0 | decode run=32 q=0 prealloc=0 xfer=67 http=108 kv=0.611 hit=0.000 gen=317
01:56:48 prefill run=9 q=61 prealloc=0 xfer=0 http=81 kv=0.048 hit=0.968 gen=0 | decode run=27 q=0 prealloc=0 xfer=72 http=106 kv=0.598 hit=0.000 gen=282
01:57:03 prefill run=9 q=70 prealloc=0 xfer=0 http=87 kv=0.049 hit=0.000 gen=0 | decode run=20 q=0 prealloc=0 xfer=78 http=103 kv=0.604 hit=0.000 gen=215
01:57:18 prefill run=10 q=65 prealloc=0 xfer=0 http=94 kv=0.113 hit=0.966 gen=0 | decode run=29 q=0 prealloc=0 xfer=74 http=110 kv=0.626 hit=0.000 gen=222
01:57:33 prefill run=14 q=55 prealloc=0 xfer=0 http=84 kv=0.172 hit=0.970 gen=0 | decode run=25 q=0 prealloc=1 xfer=67 http=105 kv=0.549 hit=0.000 gen=248
01:57:49 prefill run=9 q=62 prealloc=0 xfer=0 http=83 kv=0.092 hit=0.973 gen=0 | decode run=23 q=0 prealloc=0 xfer=74 http=104 kv=0.614 hit=0.000 gen=222
01:58:04 prefill run=14 q=54 prealloc=0 xfer=0 http=77 kv=0.085 hit=0.957 gen=0 | decode run=35 q=0 prealloc=0 xfer=67 http=107 kv=0.662 hit=0.000 gen=294
01:58:20 prefill run=8 q=68 prealloc=0 xfer=0 http=85 kv=0.059 hit=0.000 gen=0 | decode run=15 q=0 prealloc=0 xfer=78 http=103 kv=0.575 hit=0.000 gen=192
01:58:35 prefill run=10 q=67 prealloc=0 xfer=0 http=88 kv=0.058 hit=0.000 gen=0 | decode run=15 q=0 prealloc=0 xfer=80 http=103 kv=0.613 hit=0.000 gen=156
01:58:51 prefill run=10 q=47 prealloc=0 xfer=0 http=71 kv=0.109 hit=0.988 gen=0 | decode run=41 q=0 prealloc=0 xfer=55 http=103 kv=0.632 hit=0.000 gen=288
01:59:06 prefill run=11 q=50 prealloc=0 xfer=0 http=75 kv=0.084 hit=0.972 gen=0 | decode run=27 q=0 prealloc=0 xfer=68 http=100 kv=0.564 hit=0.000 gen=238
01:59:21 prefill run=11 q=54 prealloc=0 xfer=0 http=75 kv=0.089 hit=0.966 gen=0 | decode run=25 q=0 prealloc=0 xfer=68 http=99 kv=0.544 hit=0.000 gen=260
01:59:37 prefill run=11 q=50 prealloc=0 xfer=0 http=79 kv=0.086 hit=0.980 gen=0 | decode run=29 q=0 prealloc=0 xfer=67 http=105 kv=0.504 hit=0.000 gen=275
01:59:52 prefill run=15 q=55 prealloc=0 xfer=0 http=83 kv=0.149 hit=0.952 gen=0 | decode run=25 q=0 prealloc=0 xfer=76 http=105 kv=0.561 hit=0.000 gen=289
02:00:07 prefill run=9 q=48 prealloc=0 xfer=0 http=70 kv=0.084 hit=0.965 gen=0 | decode run=32 q=0 prealloc=0 xfer=62 http=101 kv=0.536 hit=0.000 gen=286
02:00:23 prefill run=9 q=49 prealloc=0 xfer=0 http=70 kv=0.088 hit=0.943 gen=0 | decode run=28 q=0 prealloc=0 xfer=61 http=94 kv=0.511 hit=0.000 gen=298
02:00:39 prefill run=12 q=38 prealloc=0 xfer=0 http=59 kv=0.085 hit=0.962 gen=0 | decode run=34 q=0 prealloc=0 xfer=52 http=92 kv=0.456 hit=0.000 gen=282
02:00:55 prefill run=9 q=30 prealloc=0 xfer=0 http=47 kv=0.050 hit=0.986 gen=0 | decode run=45 q=1 prealloc=0 xfer=35 http=93 kv=0.471 hit=0.000 gen=331
02:01:10 prefill run=12 q=38 prealloc=0 xfer=0 http=66 kv=0.060 hit=0.972 gen=0 | decode run=40 q=0 prealloc=0 xfer=52 http=97 kv=0.531 hit=0.000 gen=323
02:01:26 prefill run=10 q=21 prealloc=0 xfer=0 http=56 kv=0.098 hit=0.979 gen=0 | decode run=40 q=0 prealloc=0 xfer=41 http=87 kv=0.501 hit=0.000 gen=344
02:01:43 prefill run=10 q=37 prealloc=0 xfer=0 http=60 kv=0.074 hit=0.993 gen=0 | decode run=21 q=0 prealloc=0 xfer=53 http=86 kv=0.482 hit=0.000 gen=256
02:01:58 prefill run=9 q=60 prealloc=0 xfer=0 http=75 kv=0.071 hit=0.000 gen=0 | decode run=17 q=0 prealloc=0 xfer=67 http=86 kv=0.566 hit=0.000 gen=169
02:02:13 prefill run=9 q=50 prealloc=0 xfer=0 http=64 kv=0.086 hit=0.000 gen=0 | decode run=16 q=0 prealloc=0 xfer=56 http=75 kv=0.489 hit=0.000 gen=195
02:02:28 prefill run=14 q=20 prealloc=0 xfer=0 http=33 kv=0.161 hit=0.984 gen=0 | decode run=27 q=0 prealloc=0 xfer=27 http=58 kv=0.384 hit=0.000 gen=266
02:02:43 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=17 q=0 prealloc=0 xfer=12 http=1 kv=0.216 hit=0.000 gen=180
02:02:58 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=14 q=0 prealloc=0 xfer=12 http=1 kv=0.206 hit=0.000 gen=166
02:03:13 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=13 q=0 prealloc=0 xfer=12 http=1 kv=0.204 hit=0.000 gen=157
02:03:29 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=13 q=0 prealloc=0 xfer=12 http=1 kv=0.205 hit=0.000 gen=159
02:03:44 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=10 q=0 prealloc=0 xfer=12 http=1 kv=0.185 hit=0.000 gen=127
02:03:59 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=9 q=0 prealloc=0 xfer=12 http=1 kv=0.164 hit=0.000 gen=120
02:04:14 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=9 q=0 prealloc=0 xfer=12 http=1 kv=0.164 hit=0.000 gen=121
02:04:29 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=9 q=0 prealloc=0 xfer=12 http=1 kv=0.164 hit=0.000 gen=122
02:04:44 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=9 q=0 prealloc=0 xfer=12 http=1 kv=0.164 hit=0.000 gen=121
02:04:59 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
02:05:14 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
02:05:29 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
02:05:44 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
02:05:59 prefill run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.986 gen=0 | decode run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0
