# sampler start 2026-09-15T16:30:51Z endpoints=p0,p1,d0
16:30:51 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:00:09 p0 run=8 q=0 prealloc=0 xfer=0 http=6 kv=0.143 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=5 kv=0.116 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=10 kv=0.000 hit=0.000 gen=0
17:00:24 p0 run=8 q=0 prealloc=0 xfer=0 http=5 kv=0.149 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=4 kv=0.121 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=8 kv=0.000 hit=0.000 gen=0
17:00:39 p0 run=8 q=0 prealloc=0 xfer=0 http=5 kv=0.155 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=3 kv=0.128 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=7 kv=0.000 hit=0.000 gen=0
17:00:54 p0 run=8 q=0 prealloc=0 xfer=0 http=3 kv=0.159 hit=0.000 gen=0 | p1 run=8 q=0 prealloc=0 xfer=0 http=2 kv=0.129 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=4 kv=0.000 hit=0.000 gen=0
17:01:10 p0 run=8 q=0 prealloc=0 xfer=0 http=3 kv=0.163 hit=0.000 gen=0 | p1 run=0 q=0 prealloc=0 xfer=0 http=1 kv=0.000 hit=0.000 gen=0 | d0 run=0 q=0 prealloc=0 xfer=0 http=3 kv=0.000 hit=0.000 gen=0
# sampler start 2026-09-15T17:04:12Z endpoints=p0,p1,d0
# sampler start 2026-09-15T17:04:12Z endpoints=p0,p1,d0
# sampler start 2026-09-15T17:04:32Z endpoints=p0,p1,d0
17:04:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:04:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:05:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:05:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:05:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:05:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:06:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:06:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:06:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:06:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:07:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:07:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:07:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:07:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:08:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:08:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:08:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:08:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:09:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:09:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:09:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:09:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:10:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:10:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:10:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:10:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:11:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:11:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:11:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:11:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:12:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:12:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:12:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:12:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:13:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:13:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:13:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:13:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:14:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:14:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:14:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:14:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:15:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:15:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:15:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:15:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:16:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:16:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:16:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:16:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:17:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:17:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:17:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:17:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:18:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:18:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:18:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:18:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:19:02 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:19:17 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:19:32 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:19:47 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:20:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:20:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:20:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:20:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:21:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:21:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:21:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:21:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:22:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:22:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:22:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:22:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:23:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:23:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:23:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:23:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:24:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:24:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:24:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:24:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:25:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:25:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:25:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:25:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:26:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:26:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:26:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:26:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:27:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:27:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:27:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:27:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:28:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:28:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:28:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:28:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:29:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:29:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:29:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:29:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:30:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:30:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:30:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:30:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:31:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:31:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:31:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:31:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:32:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:32:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:32:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:32:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:33:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:33:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:33:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:33:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:34:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:34:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:34:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:34:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:35:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:35:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:35:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:35:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:36:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:36:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:36:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:36:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:37:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:37:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:37:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:37:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:38:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:38:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:38:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:38:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:39:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:39:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:39:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:39:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:40:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:40:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:40:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:40:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:41:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:41:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:41:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:41:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:42:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:42:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:42:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:42:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:43:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:43:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:43:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:43:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:44:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:44:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:44:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:44:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:45:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:45:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:45:33 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:45:48 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:46:03 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:46:18 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:46:34 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:46:49 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:47:04 p0=<URLError> | p1=<URLError> | d0=<URLError>
# sampler start 2026-09-15T17:47:13Z endpoints=p0,p1,d0
17:47:13 p0=<URLError> | p1=<URLError> | d0=<URLError>
17:47:28 p0=<URLError> | p1=<URLError> | d0=<URLError>
